date,brand,racquet,grade,grip,used_price,new_price,sku
2026-08-07,Yonex,Yonex VCORE 98 Tour 8th Gen Racquet,Grade A,"4 1/4""",239.0,305.0,UR8A16F
2026-08-07,Yonex,Yonex VCORE 98 Tour 8th Gen Racquet,Grade A,"4 1/4""",239.0,305.0,UR8A19E
2026-08-07,Yonex,Yonex EZONE 98+ (2025) Racquet,Grade C,"4 1/4""",229.0,305.0,UR0B29F
2026-08-07,Yonex,Yonex Percept 97D Racquet,Grade A,"4 3/8""",239.0,305.0,UR8B18E
2026-08-07,Tecnifibre,Tecnifibre TFight 300S IG Racquet,Grade B,"4 1/4""",219.0,269.0,UR0B23F
2026-08-07,Tecnifibre,Tecnifibre TFight 305S Racquet,Grade B,"4 1/4""",229.0,279.0,URD0E03D
2026-08-07,Tecnifibre,Tecnifibre TFight 305S Racquet,Grade C,"4 3/8""",189.0,279.0,UR8B19E
2026-08-07,Tecnifibre,Tecnifibre TFight 305S Racquet,Grade C,"4 3/8""",189.0,279.0,UR8B18C
2026-08-07,Tecnifibre,Tecnifibre TFight 305S Racquet,Grade C,"4 1/2""",229.0,279.0,UR0C39A
2026-08-07,Tecnifibre,Tecnifibre TFight 315S Racquet,Grade B,"4 1/4""",209.0,279.0,UR8A20F
2026-08-07,Tecnifibre,Tecnifibre TFight 315S Racquet,Grade B,"4 1/2""",209.0,279.0,UR0B35D
2026-08-07,Tecnifibre,Tecnifibre TFight 300 Racquet,Grade B,"4 1/2""",189.0,269.0,UR0C25D
2026-08-07,Tecnifibre,Tecnifibre TFight 300 Racquet,Grade B,"4 1/2""",189.0,269.0,UR0B25C
2026-08-07,Tecnifibre,Tecnifibre Fire 300 Racquet,Grade A,"4 1/4""",219.0,259.0,UR0B29E
2026-08-07,Tecnifibre,Tecnifibre Fire 285 Racquet,Grade A,"4 3/8""",209.0,249.0,UR0C23B
2026-08-07,Tecnifibre,Tecnifibre Fire 285 Racquet,Grade B,"4 3/8""",199.0,249.0,UR0B27B
2026-08-07,Tecnifibre,Tecnifibre Fire 260 OS Racquet,Grade A,"4 1/4""",209.0,249.0,UR0C01E
2026-08-07,Tecnifibre,Tecnifibre TF40 315g (16x19) Racquet 2024,Grade A,"4 1/4""",239.0,199.0,UR0C01F
2026-08-07,Tecnifibre,Tecnifibre TF40 315g (16x19) Racquet 2024,Grade A,"4 3/8""",239.0,199.0,UR0C05A
2026-08-07,Tecnifibre,Tecnifibre TF40 315g (16x19) Racquet 2024,Grade B,"4 3/8""",229.0,199.0,UR0B35F
2026-08-07,Tecnifibre,Tecnifibre TF40 305g (16x19) Racquet 2024,Grade A,"4 1/2""",159.0,199.0,URD0D07E
2026-08-07,Tecnifibre,Tecnifibre TF40 305g (16x19) Racquet 2024,Grade A,"4 1/2""",159.0,199.0,UR0C25E
2026-08-07,Tecnifibre,Tecnifibre TF40 290g (16x19) Racquet 2024,Grade B,"4 1/4""",209.0,199.0,UR0C07C
2026-08-08,Wilson,Wilson Blade Pro 100 v10 Racquet,Grade A,"4 1/4""",259.0,299.0,UR8A09E
2026-08-08,Wilson,Wilson Blade Pro 100 v10 Racquet,Grade B,"4 3/8""",249.0,299.0,UR0B23E
2026-08-08,Wilson,Wilson Blade Pro 100 v10 Racquet,Grade B,"4 1/2""",249.0,299.0,URD0E01B
2026-08-08,Wilson,Wilson Blade 98 16x19 v9 Racquet,Grade A,"4 3/8""",209.0,249.0,UR8B13E
2026-08-08,Wilson,Wilson Blade 98 16x19 v9 Racquet,Grade A,"4 3/8""",209.0,249.0,UR8B18G
2026-08-08,Wilson,Wilson Blade 98 16x19 v9 Racquet,Grade B,"4 3/8""",199.0,249.0,UR8B08G
2026-08-08,Wilson,Wilson Blade 98 18x20 v9 Racquet,Grade C,"4 3/8""",189.0,249.0,UR8B07A
2026-08-08,Wilson,Wilson Blade 98S v9 Racquet,Grade A,"4 1/8""",209.0,249.0,UR8A15A
2026-08-08,Wilson,Wilson Blade 98S v9 Racquet,Grade A,"4 1/8""",209.0,249.0,UR8A11A
2026-08-08,Wilson,Wilson Blade 100 v9 Racquet,Grade B,"4 1/4""",199.0,249.0,UR0B21C
2026-08-08,Wilson,Wilson Blade 100UL v9 Racquet,Grade B,"4 3/8""",159.0,229.0,UR0C31B
2026-08-08,Wilson,Wilson Blade 104 v9 Racquet,Grade B,"4 1/4""",199.0,249.0,UR8B15D
2026-08-08,Wilson,Wilson Blade 104 v9 Racquet,Grade C,"4 1/4""",179.0,249.0,UR0C05F
2026-08-08,Wilson,Wilson Blade 104 v9 Racquet,Grade B,"4 3/8""",199.0,249.0,UR8A15C
2026-08-08,Wilson,Wilson RF 01 Pro Racquet,Grade B,"4 3/8""",259.0,349.0,UR0C17C
2026-08-08,Wilson,Wilson RF 01 Pro Racquet,Grade B,"4 1/2""",259.0,349.0,UR0C29A
2026-08-08,Wilson,Wilson RF 01 Pro Racquet,Grade B,"4 1/2""",259.0,349.0,UR8A13B
2026-08-08,Wilson,Wilson RF 01 Pro Racquet,Grade B,"4 1/2""",259.0,349.0,UR8A06B
2026-08-08,Wilson,Wilson RF 01 Pro Racquet,Grade B,"4 1/2""",259.0,349.0,UR8A17B
2026-08-08,Wilson,Wilson RF 01 Pro Racquet,Grade B,"4 1/2""",259.0,349.0,UR8A18A
2026-08-08,Wilson,Wilson RF 01 Pro Racquet,Grade B,"4 1/2""",259.0,349.0,UR8A05G
2026-08-08,Wilson,Wilson RF 01 Racquet,Grade B,"4 1/8""",249.0,329.0,UR8A20E
2026-08-08,Wilson,Wilson RF 01 Racquet,Grade B,"4 1/4""",249.0,329.0,UR8A13D
2026-08-08,Wilson,Wilson RF 01 Racquet,Grade A,"4 3/8""",259.0,329.0,UR8A10F
2026-08-08,Wilson,Wilson RF 01 Racquet,Grade B,"4 3/8""",249.0,329.0,UR8B14G
2026-08-08,Wilson,Wilson RF 01 Racquet,Grade B,"4 3/8""",249.0,329.0,UR8A03G
2026-08-08,Wilson,Wilson RF 01 Future Racquet,Grade B,"4 1/4""",229.0,309.0,UR8B12D
2026-08-08,Wilson,Wilson Blade Pro 98 16x19 v9 Racquet,Grade B,"4 1/2""",199.0,269.0,UR8B05B
2026-08-08,Wilson,Wilson Blade Pro 98 16x19 v9 Racquet,Grade C,"4 1/2""",199.0,269.0,UR0C17D
2026-08-08,Wilson,Wilson Blade Pro 98 16x19 v9 Racquet,Grade C,"4 1/2""",199.0,269.0,UR0C17B
2026-08-08,Wilson,Wilson Blade Pro 98 16x19 v9 Racquet,Grade C,"4 1/2""",199.0,269.0,UR0C17F
2026-08-08,Wilson,Wilson Blade Pro 98 18x20 v9 Racquet,Grade B,"4 3/8""",189.0,269.0,UR0C11E
2026-08-08,Wilson,Wilson Blade Pro 98 18x20 v9 Racquet,Grade B,"4 3/8""",189.0,269.0,UR8A02B
2026-08-08,Wilson,Wilson Blade Pro 98 18x20 v9 Racquet,Grade B,"4 3/8""",189.0,269.0,UR8A02C
2026-08-08,Wilson,Wilson Ultra Pro 18x20 v4 Racquet,Grade B,"4 1/4""",119.0,159.0,UR8B04A
2026-08-08,Wilson,Wilson Ultra 99 Pro v5 Racquet,Grade B,"4 1/4""",229.0,299.0,UR8A06A
2026-08-08,Wilson,Wilson Ultra 99 Pro v5 Racquet,Grade B,"4 3/8""",229.0,299.0,UR8A17G
2026-08-08,Wilson,Wilson Labs Project Shift 99 300g Racquet,Grade A,"4 1/4""",209.0,269.0,UR0B29D
2026-08-08,Wilson,Wilson Clash 100 v3 Racquet,Grade B,"4 1/8""",229.0,299.0,UR8B12E
2026-08-08,Wilson,Wilson Clash 100 v3 Racquet,Grade B,"4 1/2""",229.0,299.0,URD0D07C
2026-08-08,Wilson,Wilson Clash 100 Pro v3 Racquet,Grade B,"4 1/4""",189.0,299.0,UR0C05B
2026-08-08,Wilson,Wilson Clash 100L v3 Racquet,Grade B,"4 1/8""",219.0,289.0,UR8A08F
2026-08-08,Wilson,Wilson Clash 100L v3 Racquet,Grade C,"4 1/4""",199.0,289.0,UR8B13F
2026-08-08,Wilson,Wilson Clash 100L v3 Reverse Racquet,Grade B,"4 3/8""",219.0,289.0,UR8A11C
2026-08-08,Wilson,Wilson Clash 108 v3 Racquet,Grade B,"4 3/8""",209.0,299.0,UR0C23C
2026-08-08,Wilson,Wilson Clash 108 v3 Racquet,Grade B,"4 1/2""",209.0,299.0,UR8A12E
2026-08-08,Wilson,Wilson Clash 108 v3 Racquet,Grade B,"4 1/2""",209.0,299.0,UR0C03F
2026-08-08,Wilson,Wilson Ultra 100 v5 Racquet,Grade B,"4 1/8""",229.0,299.0,UR8B08F
2026-08-08,Wilson,Wilson Ultra 100 v5 Racquet,Grade A,"4 1/4""",239.0,299.0,UR8A05B
2026-08-08,Wilson,Wilson Ultra 100UL v5 Racquet,Grade B,"4 3/8""",209.0,279.0,UR0B25F
2026-08-08,Wilson,Wilson Ultra 111 v5 Racquet,Grade A,"4 3/8""",229.0,289.0,UR8A03A
2026-08-08,Wilson,Wilson Ultra 111 v5 Racquet,Grade A,"4 3/8""",229.0,289.0,UR8A07E
2026-08-08,Wilson,Wilson Ultra 111 v5 Racquet,Grade A,"4 3/8""",229.0,289.0,UR8A03F
2026-08-08,Wilson,Wilson Triad Three Racquet,Grade B,"4 1/4""",219.0,269.0,UR0C01B
2026-08-08,Head,Head Speed Tour 2026 Racquet,Grade A,"4 1/4""",209.0,269.0,UR0C19C
2026-08-08,Head,Head Speed Tour 2026 Racquet,Grade B,"4 3/8""",199.0,269.0,UR0C07F
2026-08-08,Head,Head Speed Tour 2026 Racquet,Grade C,"4 3/8""",189.0,269.0,UR0C35E
2026-08-08,Head,Head Speed MP 2026 Racquet,Grade A,"4 1/4""",209.0,259.0,UR8B03G
2026-08-08,Head,Head Speed MP 2026 Racquet,Grade A,"4 1/4""",209.0,259.0,UR8B05C
2026-08-08,Head,Head Speed Pro 2026 Racquet,Grade A,"4 1/2""",229.0,269.0,URD0E01E
2026-08-08,Head,Head Speed Team 2026 Racquet,Grade A,"4 1/4""",189.0,239.0,UR8B11G
2026-08-08,Head,Head Speed MP L 2026 Racquet,Grade A,"4 1/4""",199.0,249.0,UR8A13C
2026-08-08,Head,Head Speed Pro Legend 2025 Racquet,Grade C,"4 1/4""",199.0,269.0,UR0C29C
2026-08-08,Head,Head Speed MP Legend 2025 Racquet,Grade A,"4 3/8""",209.0,259.0,UR8B13B
2026-08-08,Head,Head Extreme Pro 2024 Racquet,Grade B,"4 1/2""",219.0,199.0,UR0C15A
2026-08-08,Head,Head Extreme Team 2024 Racquet,Grade A,"4 3/8""",149.0,169.0,UR8A17D
2026-08-08,Head,Head Extreme Tour Racquet,Grade A,"4 5/8""",159.0,159.0,UR0C15F
2026-08-08,Head,Head Extreme Team Racquet,Grade C,"4 1/4""",119.0,179.0,UR0C29F
2026-08-08,Head,Head Boom MP 2026 Racquet,Grade A,"4 3/8""",219.0,259.0,UR0C03E
2026-08-08,Head,Head Boom Pro Racquet,Grade B,"4 3/8""",139.0,159.0,UR8B18F
2026-08-08,Head,Head Boom Pro Racquet,Grade B,"4 1/2""",139.0,159.0,UR0B37C
2026-08-08,Head,Head Gravity Pro 2025 Racquet,Grade B,"4 1/4""",199.0,269.0,UR0C07D
2026-08-08,Head,Head Gravity Pro 2025 Racquet,Grade B,"4 1/4""",199.0,269.0,UR0C25A
2026-08-08,Head,Head Gravity Pro 2025 Racquet,Grade B,"4 1/4""",199.0,269.0,UR0C09A
2026-08-08,Head,Head Gravity Pro 2025 Racquet,Grade B,"4 1/4""",199.0,269.0,UR0C29D
2026-08-08,Head,Head Gravity Pro 2025 Racquet,Grade C,"4 1/4""",179.0,269.0,UR0B37E
2026-08-08,Head,Head Gravity Pro 2025 Racquet,Grade B,"4 3/8""",199.0,269.0,URD0D03D
2026-08-08,Head,Head Gravity Pro 2025 Racquet,Grade B,"4 1/2""",199.0,269.0,UR0C31F
2026-08-08,Head,Head Gravity Pro 2025 Racquet,Grade B,"4 1/2""",199.0,269.0,UR8A04G
2026-08-08,Head,Head Gravity Tour 2025 Racquet,Grade A,"4 3/8""",219.0,269.0,UR0B39F
2026-08-08,Head,Head Gravity Tour 2025 Racquet,Grade B,"4 3/8""",209.0,269.0,URD0D01E
2026-08-08,Head,Head Gravity Tour 2025 Racquet,Grade C,"4 3/8""",199.0,269.0,UR0C11B
2026-08-08,Head,Head Gravity MP 2025 Racquet,Grade B,"4 1/4""",199.0,259.0,UR0B27A
2026-08-08,Head,Head Gravity MP 2025 Racquet,Grade B,"4 3/8""",199.0,259.0,URD0E01D
2026-08-08,Head,Head Gravity MP L 2025 Racquet,Grade A,"4 1/4""",199.0,239.0,UR8A01C
2026-08-08,Head,Head Gravity MP L 2025 Racquet,Grade A,"4 1/4""",199.0,239.0,UR8A04C
2026-08-08,Head,Head Gravity Team 2025 Racquet,Grade A,"4 3/8""",189.0,229.0,UR8B20C
2026-08-08,Head,Head Gravity Team 2025 Racquet,Grade A,"4 3/8""",189.0,229.0,UR8B01D
2026-08-08,Head,Head Gravity Team 2025 Racquet,Grade C,"4 3/8""",169.0,229.0,URD0D09B
2026-08-08,Head,Head Radical Pro 2025 Racquet,Grade B,"4 1/4""",219.0,269.0,UR0C31E
2026-08-08,Head,Head Radical Pro 2025 Racquet,Grade B,"4 1/2""",219.0,269.0,UR0B25E
2026-08-08,Head,Head Radical Pro 2023 Racquet,Grade B,"4 1/4""",109.0,149.0,UR8B14D
2026-08-08,Head,Head Prestige Pro Racquet,Grade C,"4 3/8""",159.0,269.0,URD0E05B
2026-08-08,Head,Head Prestige Tour Racquet,Grade B,"4 1/2""",199.0,269.0,UR0C03A
2026-08-08,Head,Head Prestige MP L Racquet,Grade B,"4 1/4""",189.0,259.0,UR0B27F
2026-08-08,Head,Head Prestige MP L Racquet,Grade A,"4 3/8""",209.0,259.0,UR8A01D
2026-08-08,Head,Head Prestige MP L Racquet,Grade B,"4 3/8""",189.0,259.0,UR0B29B
2026-08-08,Head,Head Prestige MP L Racquet,Grade B,"4 3/8""",189.0,259.0,URD0D11E
2026-08-08,Head,Head PWR 110 Racquet,Grade A,"4 1/8""",159.0,199.0,UR0C05C
2026-08-08,Yonex,Yonex VCORE 98 Tour 8th Gen Racquet,Grade A,"4 1/4""",239.0,305.0,UR8A16F
2026-08-08,Yonex,Yonex VCORE 98 Tour 8th Gen Racquet,Grade A,"4 1/4""",239.0,305.0,UR8A19E
2026-08-08,Yonex,Yonex EZONE 98+ (2025) Racquet,Grade C,"4 1/4""",229.0,305.0,UR0B29F
2026-08-08,Tecnifibre,Tecnifibre TFight 300S IG Racquet,Grade B,"4 1/4""",219.0,269.0,UR0B23F
2026-08-08,Tecnifibre,Tecnifibre TFight 305S Racquet,Grade B,"4 1/4""",229.0,279.0,URD0E03D
2026-08-08,Tecnifibre,Tecnifibre TFight 305S Racquet,Grade C,"4 3/8""",189.0,279.0,UR8B19E
2026-08-08,Tecnifibre,Tecnifibre TFight 305S Racquet,Grade C,"4 3/8""",189.0,279.0,UR8B18C
2026-08-08,Tecnifibre,Tecnifibre TFight 305S Racquet,Grade C,"4 1/2""",229.0,279.0,UR0C39A
2026-08-08,Tecnifibre,Tecnifibre TFight 315S Racquet,Grade B,"4 1/2""",209.0,279.0,UR0B35D
2026-08-08,Tecnifibre,Tecnifibre TFight 300 Racquet,Grade B,"4 1/2""",189.0,269.0,UR0C25D
2026-08-08,Tecnifibre,Tecnifibre TFight 300 Racquet,Grade B,"4 1/2""",189.0,269.0,UR0B25C
2026-08-08,Tecnifibre,Tecnifibre Fire 300 Racquet,Grade A,"4 1/4""",219.0,259.0,UR0B29E
2026-08-08,Tecnifibre,Tecnifibre Fire 285 Racquet,Grade A,"4 3/8""",209.0,249.0,UR0C23B
2026-08-08,Tecnifibre,Tecnifibre Fire 285 Racquet,Grade B,"4 3/8""",199.0,249.0,UR0B27B
2026-08-08,Tecnifibre,Tecnifibre Fire 260 OS Racquet,Grade A,"4 1/4""",209.0,249.0,UR0C01E
2026-08-08,Tecnifibre,Tecnifibre TF40 315g (16x19) Racquet 2024,Grade A,"4 1/4""",239.0,279.0,UR0C01F
2026-08-08,Tecnifibre,Tecnifibre TF40 315g (16x19) Racquet 2024,Grade A,"4 3/8""",239.0,279.0,UR0C05A
2026-08-08,Tecnifibre,Tecnifibre TF40 315g (16x19) Racquet 2024,Grade B,"4 3/8""",229.0,279.0,UR0B35F
2026-08-08,Tecnifibre,Tecnifibre TF40 305g (16x19) Racquet 2024,Grade A,"4 1/2""",159.0,279.0,URD0D07E
2026-08-08,Tecnifibre,Tecnifibre TF40 305g (16x19) Racquet 2024,Grade A,"4 1/2""",159.0,279.0,UR0C25E
2026-08-08,Tecnifibre,Tecnifibre TF40 290g (16x19) Racquet 2024,Grade B,"4 1/4""",209.0,249.0,UR0C07C
2026-08-09,Wilson,Wilson Blade Pro 100 v10 Racquet,Grade A,"4 1/4""",259.0,299.0,UR8A09E
2026-08-09,Wilson,Wilson Blade Pro 100 v10 Racquet,Grade B,"4 3/8""",249.0,299.0,UR0B23E
2026-08-09,Wilson,Wilson Blade Pro 100 v10 Racquet,Grade B,"4 1/2""",249.0,299.0,URD0E01B
2026-08-09,Wilson,Wilson Blade 98 16x19 v9 Racquet,Grade A,"4 3/8""",209.0,249.0,UR8B13E
2026-08-09,Wilson,Wilson Blade 98 16x19 v9 Racquet,Grade A,"4 3/8""",209.0,249.0,UR8B18G
2026-08-09,Wilson,Wilson Blade 98 16x19 v9 Racquet,Grade B,"4 3/8""",199.0,249.0,UR8B08G
2026-08-09,Wilson,Wilson Blade 98 18x20 v9 Racquet,Grade C,"4 3/8""",189.0,249.0,UR8B07A
2026-08-09,Wilson,Wilson Blade 98S v9 Racquet,Grade A,"4 1/8""",209.0,249.0,UR8A15A
2026-08-09,Wilson,Wilson Blade 98S v9 Racquet,Grade A,"4 1/8""",209.0,249.0,UR8A11A
2026-08-09,Wilson,Wilson Blade 100 v9 Racquet,Grade B,"4 1/4""",199.0,249.0,UR0B21C
2026-08-09,Wilson,Wilson Blade 100UL v9 Racquet,Grade B,"4 3/8""",159.0,229.0,UR0C31B
2026-08-09,Wilson,Wilson Blade 104 v9 Racquet,Grade B,"4 1/4""",199.0,249.0,UR8B15D
2026-08-09,Wilson,Wilson Blade 104 v9 Racquet,Grade C,"4 1/4""",179.0,249.0,UR0C05F
2026-08-09,Wilson,Wilson Blade 104 v9 Racquet,Grade B,"4 3/8""",199.0,249.0,UR8A15C
2026-08-09,Wilson,Wilson RF 01 Pro Racquet,Grade B,"4 3/8""",259.0,349.0,UR0C17C
2026-08-09,Wilson,Wilson RF 01 Pro Racquet,Grade B,"4 1/2""",259.0,349.0,UR0C29A
2026-08-09,Wilson,Wilson RF 01 Pro Racquet,Grade B,"4 1/2""",259.0,349.0,UR8A13B
2026-08-09,Wilson,Wilson RF 01 Pro Racquet,Grade B,"4 1/2""",259.0,349.0,UR8A06B
2026-08-09,Wilson,Wilson RF 01 Pro Racquet,Grade B,"4 1/2""",259.0,349.0,UR8A17B
2026-08-09,Wilson,Wilson RF 01 Pro Racquet,Grade B,"4 1/2""",259.0,349.0,UR8A18A
2026-08-09,Wilson,Wilson RF 01 Pro Racquet,Grade B,"4 1/2""",259.0,349.0,UR8A05G
2026-08-09,Wilson,Wilson RF 01 Racquet,Grade B,"4 1/8""",249.0,329.0,UR8A20E
2026-08-09,Wilson,Wilson RF 01 Racquet,Grade B,"4 1/4""",249.0,329.0,UR8A13D
2026-08-09,Wilson,Wilson RF 01 Racquet,Grade A,"4 3/8""",259.0,329.0,UR8A10F
2026-08-09,Wilson,Wilson RF 01 Racquet,Grade B,"4 3/8""",249.0,329.0,UR8B14G
2026-08-09,Wilson,Wilson RF 01 Racquet,Grade B,"4 3/8""",249.0,329.0,UR8A03G
2026-08-09,Wilson,Wilson RF 01 Future Racquet,Grade B,"4 1/4""",229.0,309.0,UR8B12D
2026-08-09,Wilson,Wilson Blade Pro 98 16x19 v9 Racquet,Grade B,"4 1/2""",199.0,269.0,UR8B05B
2026-08-09,Wilson,Wilson Blade Pro 98 16x19 v9 Racquet,Grade C,"4 1/2""",199.0,269.0,UR0C17D
2026-08-09,Wilson,Wilson Blade Pro 98 16x19 v9 Racquet,Grade C,"4 1/2""",199.0,269.0,UR0C17B
2026-08-09,Wilson,Wilson Blade Pro 98 16x19 v9 Racquet,Grade C,"4 1/2""",199.0,269.0,UR0C17F
2026-08-09,Wilson,Wilson Blade Pro 98 18x20 v9 Racquet,Grade B,"4 3/8""",189.0,269.0,UR0C11E
2026-08-09,Wilson,Wilson Blade Pro 98 18x20 v9 Racquet,Grade B,"4 3/8""",189.0,269.0,UR8A02B
2026-08-09,Wilson,Wilson Blade Pro 98 18x20 v9 Racquet,Grade B,"4 3/8""",189.0,269.0,UR8A02C
2026-08-09,Wilson,Wilson Ultra Pro 18x20 v4 Racquet,Grade B,"4 1/4""",119.0,159.0,UR8B04A
2026-08-09,Wilson,Wilson Ultra 99 Pro v5 Racquet,Grade B,"4 1/4""",229.0,299.0,UR8A06A
2026-08-09,Wilson,Wilson Ultra 99 Pro v5 Racquet,Grade B,"4 3/8""",229.0,299.0,UR8A17G
2026-08-09,Wilson,Wilson Labs Project Shift 99 300g Racquet,Grade A,"4 1/4""",209.0,269.0,UR0B29D
2026-08-09,Wilson,Wilson Clash 100 v3 Racquet,Grade B,"4 1/8""",229.0,299.0,UR8B12E
2026-08-09,Wilson,Wilson Clash 100 v3 Racquet,Grade B,"4 1/2""",229.0,299.0,URD0D07C
2026-08-09,Wilson,Wilson Clash 100 Pro v3 Racquet,Grade B,"4 1/4""",189.0,299.0,UR0C05B
2026-08-09,Wilson,Wilson Clash 100L v3 Racquet,Grade B,"4 1/8""",219.0,289.0,UR8A08F
2026-08-09,Wilson,Wilson Clash 100L v3 Racquet,Grade C,"4 1/4""",199.0,289.0,UR8B13F
2026-08-09,Wilson,Wilson Clash 100L v3 Reverse Racquet,Grade B,"4 3/8""",219.0,289.0,UR8A11C
2026-08-09,Wilson,Wilson Clash 108 v3 Racquet,Grade B,"4 3/8""",209.0,299.0,UR0C23C
2026-08-09,Wilson,Wilson Clash 108 v3 Racquet,Grade B,"4 1/2""",209.0,299.0,UR8A12E
2026-08-09,Wilson,Wilson Clash 108 v3 Racquet,Grade B,"4 1/2""",209.0,299.0,UR0C03F
2026-08-09,Wilson,Wilson Ultra 100 v5 Racquet,Grade B,"4 1/8""",229.0,299.0,UR8B08F
2026-08-09,Wilson,Wilson Ultra 100 v5 Racquet,Grade A,"4 1/4""",239.0,299.0,UR8A05B
2026-08-09,Wilson,Wilson Ultra 100UL v5 Racquet,Grade B,"4 3/8""",209.0,279.0,UR0B25F
2026-08-09,Wilson,Wilson Ultra 111 v5 Racquet,Grade A,"4 3/8""",229.0,289.0,UR8A03A
2026-08-09,Wilson,Wilson Ultra 111 v5 Racquet,Grade A,"4 3/8""",229.0,289.0,UR8A07E
2026-08-09,Wilson,Wilson Ultra 111 v5 Racquet,Grade A,"4 3/8""",229.0,289.0,UR8A03F
2026-08-09,Wilson,Wilson Triad Three Racquet,Grade B,"4 1/4""",219.0,269.0,UR0C01B
2026-08-09,Head,Head Speed Tour 2026 Racquet,Grade A,"4 1/4""",209.0,269.0,UR0C19C
2026-08-09,Head,Head Speed Tour 2026 Racquet,Grade B,"4 3/8""",199.0,269.0,UR0C07F
2026-08-09,Head,Head Speed Tour 2026 Racquet,Grade C,"4 3/8""",189.0,269.0,UR0C35E
2026-08-09,Head,Head Speed MP 2026 Racquet,Grade A,"4 1/4""",209.0,259.0,UR8B03G
2026-08-09,Head,Head Speed MP 2026 Racquet,Grade A,"4 1/4""",209.0,259.0,UR8B05C
2026-08-09,Head,Head Speed Pro 2026 Racquet,Grade A,"4 1/2""",229.0,269.0,URD0E01E
2026-08-09,Head,Head Speed Team 2026 Racquet,Grade A,"4 1/4""",189.0,239.0,UR8B11G
2026-08-09,Head,Head Speed MP L 2026 Racquet,Grade A,"4 1/4""",199.0,249.0,UR8A13C
2026-08-09,Head,Head Speed Pro Legend 2025 Racquet,Grade C,"4 1/4""",199.0,269.0,UR0C29C
2026-08-09,Head,Head Speed MP Legend 2025 Racquet,Grade A,"4 3/8""",209.0,259.0,UR8B13B
2026-08-09,Head,Head Extreme Pro 2024 Racquet,Grade B,"4 1/2""",219.0,199.0,UR0C15A
2026-08-09,Head,Head Extreme Team 2024 Racquet,Grade A,"4 3/8""",149.0,169.0,UR8A17D
2026-08-09,Head,Head Extreme Tour Racquet,Grade A,"4 5/8""",159.0,159.0,UR0C15F
2026-08-09,Head,Head Extreme Team Racquet,Grade C,"4 1/4""",119.0,179.0,UR0C29F
2026-08-09,Head,Head Boom MP 2026 Racquet,Grade A,"4 3/8""",219.0,259.0,UR0C03E
2026-08-09,Head,Head Boom Pro Racquet,Grade B,"4 3/8""",139.0,159.0,UR8B18F
2026-08-09,Head,Head Boom Pro Racquet,Grade B,"4 1/2""",139.0,159.0,UR0B37C
2026-08-09,Head,Head Gravity Pro 2025 Racquet,Grade B,"4 1/4""",199.0,269.0,UR0C07D
2026-08-09,Head,Head Gravity Pro 2025 Racquet,Grade B,"4 1/4""",199.0,269.0,UR0C25A
2026-08-09,Head,Head Gravity Pro 2025 Racquet,Grade B,"4 1/4""",199.0,269.0,UR0C09A
2026-08-09,Head,Head Gravity Pro 2025 Racquet,Grade B,"4 1/4""",199.0,269.0,UR0C29D
2026-08-09,Head,Head Gravity Pro 2025 Racquet,Grade C,"4 1/4""",179.0,269.0,UR0B37E
2026-08-09,Head,Head Gravity Pro 2025 Racquet,Grade B,"4 3/8""",199.0,269.0,URD0D03D
2026-08-09,Head,Head Gravity Pro 2025 Racquet,Grade B,"4 1/2""",199.0,269.0,UR0C31F
2026-08-09,Head,Head Gravity Pro 2025 Racquet,Grade B,"4 1/2""",199.0,269.0,UR8A04G
2026-08-09,Head,Head Gravity Tour 2025 Racquet,Grade A,"4 3/8""",219.0,269.0,UR0B39F
2026-08-09,Head,Head Gravity Tour 2025 Racquet,Grade B,"4 3/8""",209.0,269.0,URD0D01E
2026-08-09,Head,Head Gravity Tour 2025 Racquet,Grade C,"4 3/8""",199.0,269.0,UR0C11B
2026-08-09,Head,Head Gravity MP 2025 Racquet,Grade B,"4 1/4""",199.0,259.0,UR0B27A
2026-08-09,Head,Head Gravity MP 2025 Racquet,Grade B,"4 3/8""",199.0,259.0,URD0E01D
2026-08-09,Head,Head Gravity MP L 2025 Racquet,Grade A,"4 1/4""",199.0,239.0,UR8A01C
2026-08-09,Head,Head Gravity MP L 2025 Racquet,Grade A,"4 1/4""",199.0,239.0,UR8A04C
2026-08-09,Head,Head Gravity Team 2025 Racquet,Grade A,"4 3/8""",189.0,229.0,UR8B20C
2026-08-09,Head,Head Gravity Team 2025 Racquet,Grade A,"4 3/8""",189.0,229.0,UR8B01D
2026-08-09,Head,Head Gravity Team 2025 Racquet,Grade C,"4 3/8""",169.0,229.0,URD0D09B
2026-08-09,Head,Head Radical Pro 2025 Racquet,Grade B,"4 1/4""",219.0,269.0,UR0C31E
2026-08-09,Head,Head Radical Pro 2025 Racquet,Grade B,"4 1/2""",219.0,269.0,UR0B25E
2026-08-09,Head,Head Radical Pro 2023 Racquet,Grade B,"4 1/4""",109.0,149.0,UR8B14D
2026-08-09,Head,Head Prestige Pro Racquet,Grade C,"4 3/8""",159.0,269.0,URD0E05B
2026-08-09,Head,Head Prestige Tour Racquet,Grade B,"4 1/2""",199.0,269.0,UR0C03A
2026-08-09,Head,Head Prestige MP L Racquet,Grade B,"4 1/4""",189.0,259.0,UR0B27F
2026-08-09,Head,Head Prestige MP L Racquet,Grade A,"4 3/8""",209.0,259.0,UR8A01D
